sno,heading,sub-heading,link
4636,Speedier relief for accident victims likely,"The Maharashtra government is looking at providing relief to highway accident victims by speeding up the process of obtaining compensation. Currently, the government gives between Rs 25,000 and Rs 1, 00,000 in compensation for injuries and death of victims of highway accidents.",https://timesofindia.indiatimes.com/city/mumbai/speedier-relief-for-accident-victims-likely/articleshow/10320610.cms
4637,Engineer couple among three killed in accident,"Three persons, including a Chennai-based engineer-couple, were killed in a Road accident, near Ambur in Vellore district, on Sunday morning. The mishap occurred when the car in which they were travelling hit a roadside tree at high speed after the driver lost the control of the vehicle, a police officer said. All the three died on the spot.",https://timesofindia.indiatimes.com/city/chennai/engineer-couple-among-three-killed-in-accident/articleshow/10297847.cms
4638,Pedestrian succumbs to injuries,"Lingana Gowda Patil, a pedestrian, who sustained grievous injuries when a bus knocked him down at Lalbagh junction on Sunday, succumbed to his injuries on Monday.",https://timesofindia.indiatimes.com/city/mangaluru/pedestrian-succumbs-to-injuries/articleshow/4557279.cms
4639,2 die in Nanded accident,A social welfare department official and his wife were killed in a Road accident near Nanded of Maharashtra on Monday.,https://timesofindia.indiatimes.com/city/hyderabad/2-die-in-nanded-accident/articleshow/3034683.cms
4640,"1 killed, 72 injured in road mishaps","One person was killed today and at least 72 others, including ten school children, injured in two separate Road accidents in Rajasthan.",https://timesofindia.indiatimes.com/city/jaipur/1-killed-72-injured-in-road-mishaps/articleshow/3368361.cms
4641,"Two men, boy killed in separate accidents","Two persons and a boy were today killed in two different Road accidents in Rajasthan, police said.",https://timesofindia.indiatimes.com/city/jaipur/two-men-boy-killed-in-separate-accidents/articleshow/4138842.cms
4642,Gurdwaras organize akhand path for 13 bus accident victims,The death of 13 school children in a Road accident near Nakodar on March 4 has prompted the clergy to hold religious functions in their memory and generate public awareness on the condition and driving of school buses.,https://timesofindia.indiatimes.com/city/chandigarh/gurdwaras-organize-akhand-path-for-13-bus-accident-victims/articleshow/18899746.cms
4643,City-based businessman dies in mishap near Indore,"A Road accident killed Rajkot-based industrialist and injured four of his friends, of whom the condition of one is serious. The mishap occurred near Rajgadh, around 120 km from Indore.",https://timesofindia.indiatimes.com/city/rajkot/city-based-businessman-dies-in-mishap-near-indore/articleshow/5128618.cms
4644,Polytechnic student dies in mishap,"A ghastly Road accident at Kadbi chowk on Tuesday morning claimed life of a second year polytechnic student driving without a helmet. Rajat Shukla, only son of his family, was declared dead at Indira Gandhi Government Medical College and Hospital.",https://timesofindia.indiatimes.com/city/nagpur/polytechnic-student-dies-in-mishap/articleshow/7218616.cms
4645,4 vehicles torched after accident,Violence broke out on Taki Road in north Barasat after a youth was crushed under the wheels of a truck around 10pm on Wednesday.,https://timesofindia.indiatimes.com/city/kolkata/4-vehicles-torched-after-accident/articleshow/17410055.cms
4646,"Elderly woman, man killed in accidents",Two persons died in separate accidents since Saturday night. A 65-year-old woman died after accidentally falling off her son's motorcycle.,https://timesofindia.indiatimes.com/city/bengaluru/elderly-woman-man-killed-in-accidents/articleshow/5113503.cms
4647,Policeman killed in accident Chennai:,A police head constable was killed in a Road accident when he was going to drop off his son at school in Santhome.,https://timesofindia.indiatimes.com/city/chennai/policeman-killed-in-accidentchennai/articleshow/6193306.cms
4648,Price of development: Seven blackbucks killed in accidents,Blackbucks are paying the price for development in Gujarat. The state’s first cable-stayed bridge in Bhavnagar may have helped business boom.,https://timesofindia.indiatimes.com/city/rajkot/price-of-development-seven-blackbucks-killed-in-accidents/articleshow/18458081.cms
4649,"AI airhostess, driver killed in road mishap",An airhostess of Air India and a cab driver died in a Road accident at Rajendranagar on Wednesday.,https://timesofindia.indiatimes.com/city/hyderabad/ai-airhostess-driver-killed-in-road-mishap/articleshow/4644215.cms
4650,Hunt on for accident victim's body: Police,The Sabarkantha police have launched a search operation for the body of a tribal youth who had died in a Road accident.,https://timesofindia.indiatimes.com/city/ahmedabad/hunt-on-for-accident-victims-body-police/articleshow/18264844.cms
4651,Indulgent courts: Conviction in 7 out of 52 fatal accident cases,"Blaming the courts for the dismal conviction rate in traffic violation cases in the city, the traffic police department has said that courts usually take a lenient view of traffic violations and impose small amounts of fine on the accused.",https://timesofindia.indiatimes.com/city/gurgaon/indulgent-courts-conviction-in-7-out-of-52-fatal-accident-cases/articleshow/12375423.cms
4652,1 fatal mishap every 2 months: Statistics,"Alarming as it is, police statistics have revealed that one person dies every two months in Road accidents involving mining trucks in Quepem, Curchorem and Sanguem areas. Consider the figures obtained from the Quepem subdivision of the South Goa police.",https://timesofindia.indiatimes.com/city/goa/1-fatal-mishap-every-2-months-statistics/articleshow/5761389.cms
4653,Two minors killed in road mishap,"In a tragic incident, two minors were killed in a Road accident after being run over by a speeding roadways bus near Phulpur railway crossing under Phulpur police station here on Wednesday.",https://timesofindia.indiatimes.com/city/allahabad/two-minors-killed-in-road-mishap/articleshow/4886795.cms
4654,"Five killed, 35 injured in four road mishaps",Five persons were killed and 35 others injured in four separate Road accidents in various parts of the state on Thursday. Police are investigating into the incidents.,https://timesofindia.indiatimes.com/city/jaipur/five-killed-35-injured-in-four-road-mishaps/articleshow/6061311.cms
4655,21 lakh relief for family of tempo accident victim,A motor accident claims tribunal has awarded a compensation of nearly Rs 2l lakh to the family of a Delhi government official who died last year in a Road accident.,https://timesofindia.indiatimes.com/city/delhi/21-lakh-relief-for-family-of-tempo-accident-victim/articleshow/9119952.cms
4656,CSA employee dies in mishap,A 28-year-old employee of the Chandra Shekhar Azad Agriculture University was run over by an unidentified vehicle in Bilhaur police station on late Thursday night.,https://timesofindia.indiatimes.com/city/kanpur/csa-employee-dies-in-mishap/articleshow/6755262.cms
4657,Three killed in mishap,"In the second fatal Road accident on Ahmedabad-Bhavnagar Road in 24 hours, three persons died when a car they were travelling in overturned and fell into a ditch in Sihor taluka early on Thursday.",https://timesofindia.indiatimes.com/city/rajkot/three-killed-in-mishap/articleshow/4441169.cms
4658,3 killed in string of accidents,Three persons were killed and nine injured in separate Road accidents in Jhalawad area on Friday.,https://timesofindia.indiatimes.com/city/rajkot/3-killed-in-string-of-accidents/articleshow/4418872.cms
4659,Guwahati girl killed in accident scores 82% in higher secondary,Tears rolled down Mrinmoy Dutta's cheeks as he saw his cousin Poulomi Kashyap's marksheet.,https://timesofindia.indiatimes.com/city/guwahati/guwahati-girl-killed-in-accident-scores-82-in-higher-secondary/articleshow/13859593.cms
4660,Youth killed in group clashes,A youth was killed in group clashes at Puligadda village in Avanigadda mandal of Krishna district on Tuesday.,https://timesofindia.indiatimes.com/city/hyderabad/youth-killed-in-group-clashes/articleshow/4750740.cms
4661,Traffic cops to act 1st in mishap cases,Top officials of the city police have decided to introduce the concept of 'first responder' in the functioning of the traffic police.,https://timesofindia.indiatimes.com/city/nagpur/traffic-cops-to-act-1st-in-mishap-cases/articleshow/2289833.cms
4662,3 patients get second life with organs of brain-dead man,An 11-year-old boy suffering from end-stage renal failure and at least two other critical patients admitted in various city hospitals with organ failure received a gift of life on Thursday.,https://timesofindia.indiatimes.com/city/delhi/3-patients-get-second-life-with-organs-of-brain-dead-man/articleshow/11559218.cms
4663,Five injured as dumper hits car in NW Delhi,A newly-wed couple were among five people who were injured in a Road accident in Maurya Enclave area of Pitampura in northwest Delhi on Friday morning.,https://timesofindia.indiatimes.com/city/delhi/five-injured-as-dumper-hits-car-in-nw-delhi/articleshow/3829967.cms
4664,Two killed as speeding BMW rams Indigo,"Two people, including a woman, were killed in a Road accident near IFFCO Tower on Saturday afternoon.",https://timesofindia.indiatimes.com/city/gurgaon/two-killed-as-speeding-bmw-rams-indigo/articleshow/13017140.cms
4665,"Minister dies in road mishap, CM orders inquiry","AIADMK minister N Mariyam Pichai (60) was killed in a Road accident near Tiruchi on Monday, a week after he was sworn in minister. Saying there seemed to be a mystery in the death, chief minister J Jayalalithaa ordered a CB-CID inquiry.",https://timesofindia.indiatimes.com/city/chennai/minister-dies-in-road-mishap-cm-orders-inquiry/articleshow/8545833.cms
4666,"Three die in mishap, another of trauma","Three deaths spelt gloom in Khan family at Chandbagh. But barely had the shell-shocked family returned after performing their last rites, tragedy struck again. Another family member committed suicide, unable to bear the grief.",https://timesofindia.indiatimes.com/city/delhi/three-die-in-mishap-another-of-trauma/articleshow/10060836.cms
4667,Leopard dies in road mishap in Mul forest,A female leopard was found dead in Mul forest range on Monday evening. Forester officers suspect it was a Road accident that led to its death.,https://timesofindia.indiatimes.com/city/nagpur/leopard-dies-in-road-mishap-in-mul-forest/articleshow/12957907.cms
4668,Rs 14.38 lakh compensation to family members of journalist killed in accident,A Motor Accident Claim Tribunal (MACT) has awarded Rs 14.38 lakh compensation to the family members of a journalist who was killed after being hit by a van three years ago.,https://timesofindia.indiatimes.com/city/delhi/rs-14-38-lakh-compensation-to-family-members-of-journalist-killed-in-accident/articleshow/7263117.cms
4669,Nine killed in separate accidents,Six persons were killed in a Road accident at Komirepally village in Denduluru mandal of West Godavari on Friday.,https://timesofindia.indiatimes.com/city/hyderabad/nine-killed-in-separate-accidents/articleshow/20116014.cms
4670,"26 killed, 30 injured in 24 hours",Twenty-six people were killed while over 30 others got injured in five separate Road accidents in Rajasthan.,https://timesofindia.indiatimes.com/city/jaipur/26-killed-30-injured-in-24-hours/articleshow/4152183.cms
4671,Hazra Road victim died in accident,"The middle-aged man, whose body was found off Hazra Road on Saturday morning, was not murdered. He was a victim of Road accident.",https://timesofindia.indiatimes.com/city/kolkata/hazra-road-victim-died-in-accident/articleshow/7207965.cms
4672,Man arrested for killing business partner,Mysore district police have cracked a four-week-old murder case by arresting the victim's friend and business partner.,https://timesofindia.indiatimes.com/city/mysuru/man-arrested-for-killing-business-partner/articleshow/17165167.cms
4673,Constable on duty killed in hit and run in Cantt,"In two separate Road accidents, a Delhi Police head constable and a civilian died, while a third person suffered serious injuries.",https://timesofindia.indiatimes.com/city/delhi/constable-on-duty-killed-in-hit-and-run-in-cantt/articleshow/9865663.cms
4674,"Pay all accident claims by July 15, HC tells GSRTC",The Gujarat high court on Thursday directed Gujarat State Road Transport Corporation (GSRTC) to disburse the amount of Rs 102 crore to people towards their accident claims.,https://timesofindia.indiatimes.com/city/ahmedabad/pay-all-accident-claims-by-july-15-hc-tells-gsrtc/articleshow/8172680.cms
4675,PM's heart surgeon injured in road mishap,"Cardiac surgeon Ramakanta Panda, who had conducted a heart surgery on Prime Minister Manmohan Singh last year, was today injured in a Road accident while on a family vacation in Assam's Nagaon district, official sources said.",https://timesofindia.indiatimes.com/city/guwahati/pms-heart-surgeon-injured-in-road-mishap/articleshow/7057337.cms
4676,Man who held key to ‘hidden treasure’ dead,"On June 16, a Swiss national, Giuseppe Leopoldo Cassina, was fatally knocked down by car in Switzerland.",https://timesofindia.indiatimes.com/city/chennai/man-who-held-key-to-hidden-treasure-dead/articleshow/14726677.cms
4677,Family of accident victim awarded Rs 11 lakh compensation,"The Motor Accident Claims Tribunal (MACT), Pune, recently awarded compensation of Rs 11.13 lakh to the elderly parents of an accident victim.",https://timesofindia.indiatimes.com/city/pune/family-of-accident-victim-awarded-rs-11-lakh-compensation/articleshow/4717733.cms
4678,Three die in separate accidents in city,"A police head constable, a construction worker and a private television channel camera assistant were killed in three separate Road accidents in the city on Sunday.",https://timesofindia.indiatimes.com/city/chennai/three-die-in-separate-accidents-in-city/articleshow/5007158.cms
4679,Haryana cops to reconstruct 2009 accident,"A day after collection of police records pertaining to a Road accident case involving Sub-Inspector (SI) Jaspal Singh Bhullar, state crime branch of Haryana has decided to contact Balwinder Singh, father of the deceased Gagandeep Singh, and reconstruct the accident in Sector 22 on Tuesday.",https://timesofindia.indiatimes.com/city/chandigarh/haryana-cops-to-reconstruct-2009-accident/articleshow/9462368.cms
4680,4 killed in Champaran road mishaps,"Four persons, including a girl, were killed in three separate Road accidents in East Champaran district on Monday.",https://timesofindia.indiatimes.com/city/patna/4-killed-in-champaran-road-mishaps/articleshow/2775227.cms
4681,"12 yrs after father died in mishap, woman gets compensation","Twelve years after a Road accident orphaned Dakshati Jain, the Dombivli girl was awarded a Rs 12 lakh compensation by the Thane Motor Accidents Claims Tribunal after a long battle with the insurance firm and the proprietor of the truck which killed her father.",https://timesofindia.indiatimes.com/city/mumbai/12-yrs-after-father-died-in-mishap-woman-gets-compensation/articleshow/16678461.cms
4682,"Girl brain dead, organs retrieved five days later","Thousands of patients needing organ transplant die every day in India due to lack of donors. But when it comes to donating the organs, doctors say, legal hassles are many.",https://timesofindia.indiatimes.com/city/delhi/girl-brain-dead-organs-retrieved-five-days-later/articleshow/16677098.cms
4683,Brain dead woman gives hope to 5,"Five individuals battling with chronic liver and kidney diseases as well as sight loss got a fresh lease of life when the family of Poola Vijaya Gowri of Kurnool, who was declared brain dead on June 21 following a Road accident, donated her organs on Wednesday.",https://timesofindia.indiatimes.com/city/hyderabad/brain-dead-woman-gives-hope-to-5/articleshow/6084693.cms
4684,PUDA employee among 2 killed in separate accidents,"Kharar resident Tejinder Singh, 27, died while his friend Aniesh Kumar was injured in a Road accident near Surajpur on Ambala-Kalka highway on Friday.",https://timesofindia.indiatimes.com/city/chandigarh/puda-employee-among-2-killed-in-separate-accidents/articleshow/4623205.cms
4685,Students demand speed breaker after boy dies in mishap,"A 10-year-old boy died at the Government General Hospital on Thursday, a week after he was hit by a vehicle near the school.",https://timesofindia.indiatimes.com/city/chennai/students-demand-speed-breaker-after-boy-dies-in-mishap/articleshow/4257647.cms
4686,6 die in accident,"Six people, including a woman and her one-year-old son, died in separate Road accidents in the city on Wednesday.",https://timesofindia.indiatimes.com/city/hyderabad/6-die-in-accident/articleshow/7722140.cms
4687,"7 persons, including 3 cops, killed in accident on highway","Seven persons, including 3 cops, were killed on the Express Highway in Noida and 12 injured when they were hit by a speeding truck.",https://timesofindia.indiatimes.com/city/lucknow/7-persons-including-3-cops-killed-in-accident-on-highway/articleshow/4590611.cms
4688,26-yr-old dies in Arlem mishap,"Gajanand Damodar Volvoikar, 26, died in a Road accident on Tuesday afternoon. The deceased was on a scooter and tailing a pick-up carrier when he suddenly hit the van and lost balance.",https://timesofindia.indiatimes.com/city/goa/26-yr-old-dies-in-arlem-mishap/articleshow/3465071.cms
4689,Tribunal awards Rs 4 lakh as compensation to accident victim's mother,"Vishal Chopde who worked as a security guard in a furniture shop met with an accident late on April 29, 2008 when a speeding bike belonging to Keyure Mohan Thakkar dashed into him and injured him severely. Chopde was taken to the hospital but could not survive the injuries.",https://timesofindia.indiatimes.com/city/mumbai/tribunal-awards-rs-4-lakh-as-compensation-to-accident-victims-mother/articleshow/16423976.cms
4690,6 held for killing PMK man during Marakkanam clash,"Four months after the Marakkanam violence in which a PMK cadre was killed, police have cracked the murder and arrested six people.",https://timesofindia.indiatimes.com/city/chennai/6-held-for-killing-pmk-man-during-marakkanam-clash/articleshow/22379810.cms
4691,NHAI to close three cuts on MG Road to check accidents,The National Highways Authority of India (NHAI) has agreed to close three cuts on the Andheria More-Aya Nagar stretch on MG Road in view of the increasing number of fatal and non-fatal accidents on the stretch.,https://timesofindia.indiatimes.com/city/delhi/nhai-to-close-three-cuts-on-mg-road-to-check-accidents/articleshow/9104071.cms
4692,Deaths in two-wheeler crashes on the rise in Goa,"On Sunday, about 10 persons with head injuries were admitted to the neurosurgery ward of the Goa medical college and hospital, Bambolim, with head injuries from head-on collisions.",https://timesofindia.indiatimes.com/city/goa/deaths-in-two-wheeler-crashes-on-the-rise-in-goa/articleshow/3739085.cms
4693,BJP leader killed in road mishap,State BJP's former women's wing president Vanam Jhansi was killed in a Road accident near Kadthal area in Amangal mandal of Mahbubnagar district on Saturday morning.,https://timesofindia.indiatimes.com/city/hyderabad/bjp-leader-killed-in-road-mishap/articleshow/7530592.cms
4694,Locals set tractor afire after 7-year-old boy dies in mishap,"Angered by the killing of a boy in a Road accident, locals set a tractor on fire in Patkania village under Sohwal police station in Ghazipur district on Monday.",https://timesofindia.indiatimes.com/city/varanasi/locals-set-tractor-afire-after-7-year-old-boy-dies-in-mishap/articleshow/13372500.cms
4695,Rs 71L awarded as compensation to accident victim,"The Motor Accident Claims Tribunal (MACT), Pune, recently awarded a compensation of over Rs 71 lakh to the family members of a victim killed in a Road accident in 2006.",https://timesofindia.indiatimes.com/city/pune/rs-71l-awarded-as-compensation-to-accident-victim/articleshow/8930773.cms
4696,Three pedestrians killed,Three pedestrians and a motorist were killed in separate hit-and-run Road accidents in the city on Thursday.,https://timesofindia.indiatimes.com/city/hyderabad/three-pedestrians-killed/articleshow/1263283.cms
4697,"13 killed, 48 hurt in road mishap","13 members of a marriage party were killed and 48 injured when an overloaded private bus fell into 30 feet deep ditch at Madi Ghati under the Barkagaon police station on Wednesday, police said.",https://timesofindia.indiatimes.com/city/ranchi/13-killed-48-hurt-in-road-mishap/articleshow/4465291.cms
4698,4 die in mishap on way to Shirdi,Four youths from Uran near Navi Mumbai were among five killed in a Road accident while travelling to Shirdi on Friday evening.,https://timesofindia.indiatimes.com/city/mumbai/4-die-in-mishap-on-way-to-shirdi/articleshow/2751816.cms
4699,7 killed in mishap near Songadh,"In a Road accident, seven persons lost their lives when a four-wheeler rammed a truck on National Highway No 6 near Songadh in Tapi district at 6.30am on Saturday.",https://timesofindia.indiatimes.com/city/surat/7-killed-in-mishap-near-songadh/articleshow/5935591.cms
4700,"Second bus mishap in a week kills one, injures 21 in state","A week after the bus accident near Vellore that killed 21 persons, a government bus on Saturday skidded off the road and plunged into a gorge near Tiruvarur, killing one person and injuring 19 others.",https://timesofindia.indiatimes.com/city/chennai/second-bus-mishap-in-a-week-kills-one-injures-21-in-state/articleshow/8831041.cms
4701,Salem accident victim turns saviour,"A 45-year-old, who was declared brain dead at a private hospital in Salem following a Road accident, was shifted on Friday night to the city where doctors plan to retrieve his eyes, heart, kidneys, liver and skin for transplants.",https://timesofindia.indiatimes.com/city/chennai/salem-accident-victim-turns-saviour/articleshow/3638864.cms
4702,Four killed in road mishaps,"Four persons have succumbed to Road accidents, cases of which have been registered in three police stations in Dakshina Kannada since Saturday.",https://timesofindia.indiatimes.com/city/mangaluru/four-killed-in-road-mishaps/articleshow/5857033.cms
4703,Ward councillor killed in mishap,"A sitting ward councillor from ward number 8 of Golpura Panchayat, Rekha Devi (35), was killed in a Road accident at Naya Tola under Phulwarisharif police station late on Friday night.",https://timesofindia.indiatimes.com/city/patna/ward-councillor-killed-in-mishap/articleshow/8500937.cms
4704,4 killed in separate accidents in region,"Four persons were killed in separate roads accidents in Chandauli, Sonbhadra and Ghazipur districts on Monday.",https://timesofindia.indiatimes.com/city/varanasi/4-killed-in-separate-accidents-in-region/articleshow/8389392.cms
4705,Four AP students die in US car crash,"Four students, including three girls, pursuing their MS in engineering, were killed in a Road accident at St Louis.",https://timesofindia.indiatimes.com/city/hyderabad/four-ap-students-die-in-us-car-crash/articleshow/4302617.cms
4706,Mob ransacks hospital after it refuses to admit injured people,"A private hospital's alleged refusal to admit some persons injured in a Road accident that left six dead in 24 South Parganas district on Tuesday morning enraged locals, who set afire furniture, medical equipment and vehicles leading police to fire in the air to quell the mob.",https://timesofindia.indiatimes.com/city/kolkata/mob-ransacks-hospital-after-it-refuses-to-admit-injured-people/articleshow/5793664.cms
4707,Brazen violation of norms causes accidents on e-way,The recent accident in Khandala involving a state transport (ST) bus has put the focus back on issues relating to poor traffic regulation and safety measures on the Pune-Mumbai expressway.,https://timesofindia.indiatimes.com/city/pune/brazen-violation-of-norms-causes-accidents-on-e-way/articleshow/44358884.cms
4708,Drunk driver caused accident: Cops,"The truck driver involved in Bharuch's road mishap, which killed 14 people on Tuesday in Valia of Bharuch district was arrested and booked for culpable homicide not amounting to murder under.",https://timesofindia.indiatimes.com/city/surat/drunk-driver-caused-accident-cops/articleshow/6434459.cms
4709,Special police team to check highway accidents,"Concerned over increasing Road accidents, the district police have constituted a special traffic force to monitor vehicular movement on the national and state highways passing through the district.",https://timesofindia.indiatimes.com/city/mysuru/special-police-team-to-check-highway-accidents/articleshow/5767966.cms
4710,Komati’s son among 3 killed in accident,The son of former minister and Congress MLA Komatireddy Venkata Reddy and two others were killed in a Road accident on the Outer Ring Road on Tuesday. A fourth person traveling in the car suffered serious injuries in the mishap.,https://timesofindia.indiatimes.com/city/hyderabad/komatiamprsquos-son-among-3-killed-in-accident/articleshow/11187506.cms
4711,Students injured in accident,"Seven students of GPBN School sector 37 suffered minor injuries in a Road accident as their auto rickshaw, which was overloaded, collided with a speeding motorcycle.",https://timesofindia.indiatimes.com/city/chandigarh/students-injured-in-accident/articleshow/2024339.cms
4712,Afghan youth dies in accident,"A 22-year-old Afghan youth, Javed Ahmed, who was a student of BA-I in DAV College-10, died in a Road accident near railway lightpoint on Saturday night.",https://timesofindia.indiatimes.com/city/chandigarh/afghan-youth-dies-in-accident/articleshow/4875171.cms
4713,Ghastly accident claims 5 lives,A head-on collision between an LPG bullet tanker heading towards Bangalore and a Maruthi Omni van coming in the opposite direction at Lavathadka near Nelyadi along the Bangalore-Mangalore NH 75 (earlier NH 48) claimed five lives.,https://timesofindia.indiatimes.com/city/mangaluru/ghastly-accident-claims-5-lives/articleshow/8067830.cms
4714,"Kin donate accident victim's skin, eyes","In a noble gesture, the family of a 31-year-old Road accident victim, who succumbed to his injuries on Monday, donated his skin and eyes.",https://timesofindia.indiatimes.com/city/mumbai/kin-donate-accident-victims-skin-eyes/articleshow/4857965.cms
4715,CA’s widow gets Rs 41 lakh for road mishap,"The accident occurred when a Wagon-R with five persons was hit a speeding truck. The car’s occupants—Nitin Gujare, a prominent chartered accountant, his brother-in-law Sachin Waikul, his wife Dr Leena, son Aditya and Waikul’s mother—were killed.",https://timesofindia.indiatimes.com/city/thane/cas-widow-gets-rs-41-lakh-for-road-mishap/articleshow/18013648.cms
4716,Man gets kidney from brain-dead daughter,"The tragedy of transplant medicine has always been that someone has to die for someone else to live. Chandrasekaran, 36, a kidney patient, may be receiving the kidneys of his five-year-old daughter.",https://timesofindia.indiatimes.com/city/chennai/man-gets-kidney-from-brain-dead-daughter/articleshow/5696070.cms
4717,Two injured in road mishap dead,"Two people who were injured in a Road accident that took place a couple of days back, died at Sola Civil Hospital on Tuesday.",https://timesofindia.indiatimes.com/city/ahmedabad/two-injured-in-road-mishap-dead/articleshow/3757108.cms
4718,Three saints of Sindhi community die in accident in Rajasthan,"The death of three prominent spiritual leaders of Sindhi community, including two from the state, in a Road accident near Ajmer has led to grief in the community in the city.",https://timesofindia.indiatimes.com/city/vadodara/three-saints-of-sindhi-community-die-in-accident-in-rajasthan/articleshow/14444281.cms
4719,Traffic police draw plan to check accidents,"The recent death of a St Xavier's High School student, who was crushed to death by a speeding city bus, has forced the district administration and the departments concerned to chalk out a strategy to prevent such accidents.",https://timesofindia.indiatimes.com/city/patna/traffic-police-draw-plan-to-check-accidents/articleshow/6206821.cms
4720,13 killed in 2 road mishaps in north Gujarat,Thirteen persons died in two separate Road accidents in north Gujarat on Sunday.,https://timesofindia.indiatimes.com/city/rajkot/13-killed-in-2-road-mishaps-in-north-gujarat/articleshow/4796129.cms
4721,Hit-and-run accidents hold roads to ransom,"Wednesday's hit-and-run case, in which a middle-aged man lost his life, was a grim reminder of Chandigarh's growing encounters with such cases.",https://timesofindia.indiatimes.com/city/chandigarh/hit-and-run-accidents-hold-roads-to-ransom/articleshow/17789743.cms
4722,Three city jewellers die in Agra mishap,Three partners of a jewellery firm located at Ranchodnagar area of the city were killed in a Road accident near Agra at 5.30 am on Thursday.,https://timesofindia.indiatimes.com/city/rajkot/three-city-jewellers-die-in-agra-mishap/articleshow/4048777.cms
4723,Employees loot dead boss' office,The office of a sharebroker of Pimpri who recently lost his life in a Road accident is allegedly being looted by his employees.,https://timesofindia.indiatimes.com/city/pune/employees-loot-dead-boss-office/articleshow/2495973.cms
4724,15-yr-old cop's son held for ramming jeep into 4 people,"A day after a 17-year-old boy killed a 45-year-old woman in a Road accident in Malad on Sunday, the 15-year-old son of an assistant sub-inspector rammed his jeep into four persons on Monday, including three women, injuring all of them in Tardeo.",https://timesofindia.indiatimes.com/city/mumbai/15-yr-old-cops-son-held-for-ramming-jeep-into-4-people/articleshow/17748547.cms
4725,Three killed in mishaps,Three persons died and one was injured in two different Road accidents in Raipurrani late Friday night.,https://timesofindia.indiatimes.com/city/chandigarh/three-killed-in-mishaps/articleshow/4711059.cms
4726,Missing class X boy found dead in Sabarmati,"Sajjad Jambuwala, a class X student, who had gone missing immediately after writing his math paper on Wednesday, was found dead on Friday, police sources said. Police added, the boy had committed suicide by jumping into the Sabarmati river.",https://timesofindia.indiatimes.com/city/ahmedabad/missing-class-x-boy-found-dead-in-sabarmati/articleshow/5540473.cms
4727,"Govt, NGOs doing little to help accident victims",What is more painful is the fact that neither the 'proactive' nor the 'not so active' sections of the society have raised voice on the issue.,https://timesofindia.indiatimes.com/city/patna/govt-ngos-doing-little-to-help-accident-victims/articleshow/3915039.cms
4728,"6 killed as TN, K'taka buses collide in Tiruvannamalai","Six persons, including two women and a four-year-old boy, were killed and 43 others injured in a Road accident involving the state-run buses of Tamil Nadu and Karnataka in Tiruvannamalai district on Saturday.",https://timesofindia.indiatimes.com/city/chennai/6-killed-as-tn-ktaka-buses-collide-in-tiruvannamalai/articleshow/6843801.cms
4729,"Red hot: Truck, tempo collision ends in a blaze","A freak Road accident, involving two heavy vehicles at Belapur, caused an explosion and eventually a fire on the busy Sion-Panvel Road on Wednesday afternoon.",https://timesofindia.indiatimes.com/city/mumbai/red-hot-truck-tempo-collision-ends-in-a-blaze/articleshow/4614434.cms
4730,Freak road mishap hits big power project,"A freak Road accident has taken the steam out of an ambitious power project. Last week, a 138-wheel trailer weighing 200 tonnes sent a bridge over Shetrunji river in Bhavnagar crashing down.",https://timesofindia.indiatimes.com/city/ahmedabad/freak-road-mishap-hits-big-power-project/articleshow/4887876.cms
4731,7 of city family die in Ambala road mishap,"When their car driver was trying to overtake a truck near Dukheri, the truck driver abruptly applied brakes and the car rammed into the truck from its rear end.",https://timesofindia.indiatimes.com/city/delhi/7-of-city-family-die-in-ambala-road-mishap/articleshow/2966739.cms
4732,6 from city die in accident,"Tragedy struck 22 pilgrims on Sunday morning, when Road accidents left 12 dead and 10 injured in the district.",https://timesofindia.indiatimes.com/city/bengaluru/6-from-city-die-in-accident/articleshow/2949900.cms
4733,40 in 4 months: Rising fatal accidents snuff out city,The toll of fatal casualties in Road accidents in the city has already gone up to 40 within the first four months of the year.,https://timesofindia.indiatimes.com/city/chandigarh/40-in-4-months-rising-fatal-accidents-snuff-out-city/articleshow/8075912.cms
4734,Five from Kerala die in accident,"A holiday trip to native place turned fatal for a 18-year-old girl and four others, including her father and brother, from Kottayam in Kerala when their car collided with a stationary government bus near Batlagundu in Dindigul district on Thursday night.",https://timesofindia.indiatimes.com/city/madurai/five-from-kerala-die-in-accident/articleshow/22383536.cms
4735,"Three killed, six injured in collision","Three persons were killed and six others injured, three of them seriously, when a commercial vehicle collided head-on with a truck near Chasnala on the Sindri-Dhanbad main road early on Thursday.",https://timesofindia.indiatimes.com/city/ranchi/three-killed-six-injured-in-collision/articleshow/9488816.cms
4736,HC questions need for PIL on killing of bank dacoits,"What is the need for a public interest writ petition on the encounter killing of five dacoits in the city, when the National Human Rights Commission (NHRC) is already seized of the matter, the Madras high court has asked.",https://timesofindia.indiatimes.com/city/chennai/hc-questions-need-for-pil-on-killing-of-bank-dacoits/articleshow/12076749.cms
4737,Religious conversion stalls dead man's last rites,"Burial or cremation? This is the conflict surrounding death of a man, who had converted into Islam, after entering into a relationship with a Muslim woman.",https://timesofindia.indiatimes.com/city/surat/religious-conversion-stalls-dead-mans-last-rites/articleshow/11996240.cms
