sno,data,link,date
277,"[['74.20971173660661', '20.28665071237063'], ['73.13016967599597', '19.329560918629795'], ['77.44900186641578', '20.064345105563376'], ['78.96556537689199', '19.96985167705689'], ['74.31976739472368', '20.29479438646304'], ['74.11807158643582', '20.132180496068834']]",https://timesofindia.indiatimes.com/city/nashik/five-people-die-in-seperate-road-accidents-in-rural-district/articleshow/73394531.cms,"Jan 20, 2020"
278,"[['73.32196506473151', '19.361282010294744'], ['82.14553719767535', '22.909264035068585']]",https://timesofindia.indiatimes.com/city/thane/maharashtra-three-of-family-killed-as-truck-hits-scooter/articleshow/72346336.cms," Dec 3, 2019"
279,"['on Mahatma Nagar Road', ['75.80230262303641', '26.895885502131332'], ['73.75768314885367', '19.99514025360156']]",https://timesofindia.indiatimes.com/city/nashik/teenager-killed-inhit-and-run-accident/articleshow/72283256.cms,"Nov 29, 2019"
280,"[['73.82731780696616', '19.96836155744136']]",https://timesofindia.indiatimes.com/city/nashik/most-road-accident-fatalities-between-midnight-6-am/articleshow/74567617.cms,"Mar 11, 2020"
281,"[['77.59393297411584', '12.952498771633573']]",https://timesofindia.indiatimes.com/city/kolhapur/2-killed-8-injured-in-accident/articleshow/71826760.cms,"Oct 31, 2019"
282,"[['78.39856153352103', '23.313741904197894']]",https://timesofindia.indiatimes.com/city/pune/two-youths-die-after-scooter-hits-light-pole/articleshow/71827745.cms,"Oct 31, 2019"
284,[],https://timesofindia.indiatimes.com/city/nashik/biker-tries-to-avoid-a-stray-dog-dies-after-hitting-tree/articleshow/71547358.cms,"Oct 12, 2019"
285,"[['71.70451179349357', '22.86999923366806'], 'on Tilak Road']",https://timesofindia.indiatimes.com/city/pune/fire-brigade-has-no-plan-to-get-heavy-duty-crane/articleshow/71547946.cms,"Oct 12, 2019"
286,"[['73.07375991682007', '19.125619727341167'], ['78.7919637299578', '27.612141890738172'], ['72.850683', '19.080988']]",https://timesofindia.indiatimes.com/city/mumbai/475-mumbaikars-died-in-road-mishaps-in-2018-report/articleshow/71313663.cms,"Sep 26, 2019"
287,[],https://timesofindia.indiatimes.com/city/navi-mumbai/jam-on-mumbai-pune-expressway-as-metal-coils-fall-off-trailer/articleshow/71240477.cms,"Sep 22, 2019"
288,"[['74.17248303445528', '17.669555075662934']]",https://timesofindia.indiatimes.com/city/kolhapur/six-killed-as-private-luxury-bus-hit-truck-at-satara-on-pune-bangalore-national-highway/articleshow/71091027.cms,"Sep 12, 2019"
289,[],https://timesofindia.indiatimes.com/city/pune/pune-two-wheeler-driver-killed-in-accident/articleshow/71054514.cms," Sep 9, 2019"
290,"[['73.13016967599597', '19.329560918629795'], ['78.67862356183892', '18.398844226010937'], 'at Rahud Ghat km']",https://timesofindia.indiatimes.com/city/nashik/three-killed-on-mumbai-agra-highway/articleshow/70967394.cms," Sep 4, 2019"
291,"[['76.503176103064', '22.441315772575145']]",https://timesofindia.indiatimes.com/city/pune/dumper-mows-down-biker-on-rain-soaked-road-in-mundhwa/articleshow/70967292.cms," Sep 4, 2019"
292,[],https://timesofindia.indiatimes.com/city/nagpur/youth-killed-6-injured-in-road-accident-after-enjoying-party/articleshow/74419753.cms," Mar 1, 2020"
293,"[['79.4460476722366', '30.257041430905808']]",https://timesofindia.indiatimes.com/city/pune/22-pmpml-bus-passengers-survive-scare-on-ghat-road/articleshow/70872973.cms,"Aug 28, 2019"
294,"[['83.339071768365', '27.110631081921287']]",https://timesofindia.indiatimes.com/city/mumbai/passersby-ran-to-check-on-driver-who-hit-biker-but-he-had-passed-out/articleshow/70765205.cms,"Aug 21, 2019"
295,"[['86.65720122609561', '24.047406490450445'], ['76.91319103533561', '21.509951838761815'], ['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/nashik/road-accidents-in-adgaon-claim-five-lives/articleshow/68487191.cms,"Mar 20, 2019"
296,"[['79.10764309999999', '21.1455261004067']]",https://timesofindia.indiatimes.com/city/nagpur/16-killed-64-injured-in-road-accidents-during-rains-last-yr/articleshow/74051624.cms,"Feb 10, 2020"
297,[],https://timesofindia.indiatimes.com/city/mumbai/mumbai-87-year-old-woman-crossing-road-run-over-by-taxi/articleshow/70474906.cms," Aug 1, 2019"
298,"[['74.15735543482096', '18.56618444372494'], 'on Satara highway', ['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/pune/three-motorcycle-borne-youths-killed-on-pune-satara-highway/articleshow/70341277.cms,"Jul 23, 2019"
299,"[['84.11329545849594', '22.9339262749787'], ['79.66977869926006', '27.449751729845794'], ['81.36135288317513', '26.591046949660893']]",https://timesofindia.indiatimes.com/city/mumbai/eight-hurt-as-tempo-flips-over-divider-on-weh-traffic-hit/articleshow/70303048.cms,"Jul 20, 2019"
300,"[['71.84995314558398', '23.854521239691'], ['74.24414288350543', '19.492693992770576'], ['74.07111211006567', '20.25956912789941']]",https://timesofindia.indiatimes.com/city/nashik/three-killed-in-nashik-in-two-separate-road-accidents/articleshow/69575207.cms,"May 30, 2019"
301,"[['73.07375991682007', '19.125619727341167'], ['76.10787179156058', '19.451603432493474']]",https://timesofindia.indiatimes.com/city/mumbai/number-of-road-mishap-deaths-rises-7-in-maharashtra-drops-in-mumbai/articleshow/69836034.cms,"Jun 18, 2019"
302,"[['75.86062884179233', '22.60589767957368']]",https://timesofindia.indiatimes.com/city/pune/six-vehicles-parked-on-road-damaged-in-mangalwar-peth/articleshow/69782876.cms,"Jun 14, 2019"
303,"[['85.61704294152125', '26.05286853413406'], ['84.11329545849594', '22.9339262749787'], ['86.59433072292474', '24.456384386550933']]",https://timesofindia.indiatimes.com/city/mumbai/teen-killed-mother-sister-injured-in-mumbai-road-accident/articleshow/69715407.cms," Jun 9, 2019"
304,[],https://timesofindia.indiatimes.com/city/pune/25-pedestrians-died-on-roads-in-first-5-months-of-the-year/articleshow/69708248.cms," Jun 9, 2019"
305,"[['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nashik/4-killed-12-injured-in-bus-truck-collision-in-maharashtra/articleshow/65670914.cms," Sep 4, 2018"
306,"[['77.09103436522335', '21.430128261695618']]",https://timesofindia.indiatimes.com/city/nashik/road-accidents-claim-two-lives/articleshow/67150216.cms,"Dec 19, 2018"
307,"[['79.41574187815029', '20.934927187397115']]",https://timesofindia.indiatimes.com/city/nagpur/activists-create-ruckus-at-nhai-office-over-pardi-accident/articleshow/69364701.cms,"May 17, 2019"
308,"[['77.736965566149', '20.572925273235104']]",https://timesofindia.indiatimes.com/city/nagpur/constable-two-others-killed-in-separate-road-accidents/articleshow/68529731.cms,"Mar 23, 2019"
309,"[['87.98753600635462', '25.469097275829384'], ['79.44006227268058', '20.118216201722554']]",https://timesofindia.indiatimes.com/city/nagpur/newly-married-woman-among-three-killed-in-mishap/articleshow/69120663.cms," May 1, 2019"
310,[],https://timesofindia.indiatimes.com/city/pune/teenagers-study-says-high-speed-prime-reason-for-road-accidents/articleshow/73340769.cms,"Jan 18, 2020"
311,"[['73.65687335630365', '19.74299228448188']]",https://timesofindia.indiatimes.com/city/kolhapur/leopard-killed-in-road-accident/articleshow/63116524.cms," Mar 1, 2018"
312,"[['79.4460476722366', '30.257041430905808'], ['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/kolhapur/three-died-two-hurt-in-road-accident-on-nh4/articleshow/69402958.cms,"May 20, 2019"
313,[],https://timesofindia.indiatimes.com/city/mumbai/mumbai-truck-crushes-teen-scooterist-pillion-rider/articleshow/64641102.cms,"Jun 19, 2018"
314,[],https://timesofindia.indiatimes.com/city/pune/pune-motorist-run-over-by-dumper-after-colliding-with-stray-cow/articleshow/68085590.cms,"Feb 20, 2019"
315,"[['79.08512075281868', '21.178256805685002']]",https://timesofindia.indiatimes.com/city/nagpur/city-records-10-drop-in-road-accidents-in-2018/articleshow/67263106.cms,"Dec 27, 2018"
316,[],https://timesofindia.indiatimes.com/city/nashik/6-injured-in-2-road-accidents/articleshow/63950318.cms,"Apr 28, 2018"
317,"[['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nagpur/std-xii-student-dies-in-accident/articleshow/68016279.cms,"Feb 16, 2019"
318,"[['73.01923001143297', '19.793999718639288'], ['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/thane/4-students-injured-as-school-bus-crashes-into-tree-in-palghar/articleshow/67943787.cms,"Feb 11, 2019"
319,"[['72.87285014610872', '19.19729545324017']]",https://timesofindia.indiatimes.com/city/mumbai/two-helmetless-youths-fall-off-speeding-bike-in-kandivli-die/articleshow/67824950.cms," Feb 4, 2019"
320,"[['73.07375991682007', '19.125619727341167'], ['74.08001769161578', '19.818517658101943'], ['77.44900186641578', '20.064345105563376']]",https://timesofindia.indiatimes.com/city/nashik/sinnar-malegaon-see-most-deaths-in-road-accidents/articleshow/66910503.cms," Dec 2, 2018"
321,"[['74.20971173660661', '20.28665071237063']]",https://timesofindia.indiatimes.com/city/nashik/three-of-family-killed-as-car-rams-into-stationary-bus/articleshow/67673585.cms,"Jan 24, 2019"
322,"[['73.07375991682007', '19.125619727341167'], ['73.13301794258173', '18.985080992734716']]",https://timesofindia.indiatimes.com/city/thane/doctor-gets-rs-12-lakh-compensation-in-road-accident/articleshow/68210244.cms," Mar 1, 2019"
323,"[['79.43992354784525', '20.98435238092165'], ['79.16200484340303', '21.063016280839523']]",https://timesofindia.indiatimes.com/city/nagpur/three-people-killed-2-injured-in-separate-accidents/articleshow/67514519.cms,"Jan 14, 2019"
324,"['near Ashirwad Complex', ['78.39856153352103', '23.313741904197894']]",https://timesofindia.indiatimes.com/city/nagpur/two-cyclists-among-three-dead-in-separate-road-accidents/articleshow/67494970.cms,"Jan 12, 2019"
325,"[['72.93029710556891', '18.695899064475494'], ['73.06488', '19.297703']]",https://timesofindia.indiatimes.com/city/thane/two-killed-eight-injured-in-road-accident-in-maharashtra/articleshow/63453556.cms,"Mar 25, 2018"
326,"[['73.34882129793546', '18.764206674812016']]",https://timesofindia.indiatimes.com/city/mumbai/four-killed-in-accident-on-mumbai-pune-expressway/articleshow/67383996.cms," Jan 4, 2019"
327,"[['76.10787179156058', '19.451603432493474']]",https://timesofindia.indiatimes.com/city/mumbai/55-critically-injured-in-state-every-day-in-road-accidents/articleshow/67907797.cms," Feb 9, 2019"
328,"[['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/mumbai/drunk-suv-driver-crushes-teen/articleshow/67341808.cms," Jan 2, 2019"
329,"[['79.08512075281868', '21.178256805685002']]",https://timesofindia.indiatimes.com/city/nagpur/cops-take-to-28-point-format-to-investigate-road-accidents/articleshow/67858161.cms," Feb 6, 2019"
330,"[['73.99403247355319', '19.83998468216769']]",https://timesofindia.indiatimes.com/city/nashik/nashik-3-saibaba-devotees-from-mumbai-killed-in-road-mishap/articleshow/67220581.cms,"Dec 23, 2018"
332,[],https://timesofindia.indiatimes.com/city/pune/traffic-team-flags-up-danger-spots-to-curb-road-accidents/articleshow/66889084.cms," Dec 1, 2018"
333,[],https://timesofindia.indiatimes.com/city/mumbai/caught-on-cam-auto-kills-woman-crossing-khar-rd/articleshow/66779026.cms,"Nov 24, 2018"
334,"[['73.0894135667641', '19.37119273453677']]",https://timesofindia.indiatimes.com/city/thane/ahead-of-weddings-3-thane-youths-die-after-truck-hits-bike/articleshow/62626742.cms,"Jan 24, 2018"
335,"['at Palm Beach Road', ['78.49737381993893', '14.481493550048361']]",https://timesofindia.indiatimes.com/city/navi-mumbai/jackal-injured-in-road-accident-recovers/articleshow/62573207.cms,"Jan 19, 2018"
336,[],https://timesofindia.indiatimes.com/city/nashik/1-dead-1-injured-in-truck-van-collision-in-nashik/articleshow/66581156.cms,"Nov 11, 2018"
337,['at Hingna Road'],https://timesofindia.indiatimes.com/city/nagpur/another-food-delivery-boy-dies-in-road-accident/articleshow/65464856.cms,"Aug 20, 2018"
338,"[['76.42967626392279', '24.903399336991104']]",https://timesofindia.indiatimes.com/city/mumbai/highways-in-maharashtra-deadliest-from-4pm-to-midnight-study/articleshow/61908556.cms," Dec 4, 2017"
339,"[['88.17842875077372', '25.0601779410323']]",https://timesofindia.indiatimes.com/city/mumbai/mumbai-speeding-truck-kills-one-student-injures-three-others-in-malad/articleshow/61548115.cms," Nov 7, 2017"
340,"[['73.79535185315112', '19.96659603883528']]",https://timesofindia.indiatimes.com/city/nashik/nashik-30-pedestrians-killed-in-road-accidents-between-january-to-july/articleshow/65628193.cms,"Aug 31, 2018"
341,"[['76.12792428505168', '17.882224806273534'], ['78.00964037088619', '20.03626844027837'], ['77.91826235659813', '19.92777547708033']]",https://timesofindia.indiatimes.com/city/nagpur/11-on-way-to-nanded-gurdwara-die-in-road-accident/articleshow/64420413.cms," Jun 2, 2018"
342,"[['72.81348231704987', '19.56509205978165']]",https://timesofindia.indiatimes.com/city/thane/bus-overturns-in-thane-district-40-hurt/articleshow/65229145.cms," Aug 1, 2018"
343,"[['73.0894135667641', '19.37119273453677']]",https://timesofindia.indiatimes.com/city/thane/four-die-in-road-accident-in-bhiwandi/articleshow/60476605.cms,"Sep 12, 2017"
344,"['at Marve Road', ['82.050990787637', '24.702934290062363']]",https://timesofindia.indiatimes.com/city/mumbai/teen-biker-killed-in-hit-and-run-on-marve-road/articleshow/65096411.cms,"Jul 23, 2018"
345,"[['72.83219589317125', '19.115487431977467'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/mumbai/tv-actor-rams-bmw-into-3-cars-3-hurt/articleshow/65096376.cms,"Jul 23, 2018"
346,"[['73.40695467222214', '18.725912046001085'], ['83.14932027871349', '19.680256841051186']]",https://timesofindia.indiatimes.com/city/pune/7-killed-3-injured-as-two-cars-collide-in-pune/articleshow/64999474.cms,"Jul 15, 2018"
348,"[['71.57280511070597', '22.698797460413093']]",https://timesofindia.indiatimes.com/city/mumbai/two-tv-actors-and-spot-boy-killed-in-road-accident-at-manor-in-palghar/articleshow/60134643.cms,"Aug 20, 2017"
349,"[['73.34882129793546', '18.764206674812016']]",https://timesofindia.indiatimes.com/city/mumbai/five-killed-on-road-accident-mumbai-pune-expressway/articleshow/63969037.cms,"Apr 30, 2018"
350,[],https://timesofindia.indiatimes.com/city/navi-mumbai/85-injured-in-collision-between-two-state-transport-buses-in-alibaug/articleshow/64776034.cms,"Jun 28, 2018"
351,"[['73.06488', '19.297703']]",https://timesofindia.indiatimes.com/city/thane/four-killed-five-injured-after-being-hit-by-car/articleshow/66664120.cms,"Nov 17, 2018"
352,[],https://timesofindia.indiatimes.com/city/pune/dumper-kills-schoolgirl-woman-bpo-staffer-on-slope-near-chandani-chowk/articleshow/59817538.cms,"Jul 29, 2017"
353,"[['73.07375991682007', '19.125619727341167'], ['85.61704294152125', '26.05286853413406']]",https://timesofindia.indiatimes.com/city/mumbai/mumbai-40-drop-in-number-of-fatal-accidents-over-2-years/articleshow/64626814.cms,"Jun 21, 2018"
354,"[['74.16675121089135', '18.02313909862518']]",https://timesofindia.indiatimes.com/city/pune/hadapsar-doc-3-year-old-driver-killed-in-road-accident/articleshow/64724953.cms,"Jun 17, 2018"
355,[],https://timesofindia.indiatimes.com/city/pune/bike-borne-trio-crashes-1-killed/articleshow/64578974.cms,"Jun 14, 2018"
356,[],https://timesofindia.indiatimes.com/city/pune/road-accidents-in-city-jump-9-59-in-2017/articleshow/63388315.cms,"Mar 21, 2018"
357,[],https://timesofindia.indiatimes.com/city/kolhapur/two-killed-in-road-accident-near-honaga/articleshow/61625073.cms,"Nov 13, 2017"
358,[],https://timesofindia.indiatimes.com/city/navi-mumbai/8-year-old-boy-killed-as-truck-rams-bike-in-kalamboli/articleshow/64129292.cms,"May 12, 2018"
359,"[['81.90059471202152', '21.395741463054772']]",https://timesofindia.indiatimes.com/city/pune/techie-criminal-die-in-road-accident/articleshow/59059911.cms," Jun 9, 2017"
360,"[['74.92697353571641', '34.11605743840746'], ['72.0431380501599', '24.68998411339258'], 'at Kasarvadavli']",https://timesofindia.indiatimes.com/city/thane/thane-four-hurt-in-road-accidents-in-separate-incidents/articleshow/56764331.cms,"Jan 25, 2017"
361,"[['78.27601969597377', '19.121471380523'], ['86.098606119258', '19.99339578459901']]",https://timesofindia.indiatimes.com/city/thane/3-injured-in-separate-road-accidents-in-city/articleshow/58899247.cms,"May 30, 2017"
362,[],https://timesofindia.indiatimes.com/city/mumbai/cause-of-alarm-best-saw-one-mishap-daily-in-2016-17/articleshow/58900318.cms,"May 30, 2017"
363,"[['73.7587031541472', '19.957070849449018']]",https://timesofindia.indiatimes.com/city/thane/truck-loaded-with-iron-roads-rams-into-divider-at-teen-haath-naka-none-injured/articleshow/58874138.cms,"May 28, 2017"
364,[],https://timesofindia.indiatimes.com/city/nagpur/mp-mlas-in-committee-formed-to-reduce-road-accidents-in-district/articleshow/63860995.cms,"Apr 22, 2018"
365,"[['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/mumbai/car-driver-in-mumbai-crash-spared-jail-because-she-is-a-woman-and-a-doctor/articleshow/58410718.cms,"Apr 28, 2017"
366,"[['73.07375991682007', '19.125619727341167'], ['87.98753600635462', '25.469097275829384'], 'on Marine Drive signal']",https://timesofindia.indiatimes.com/city/mumbai/injured-in-road-accident-mumbai-dentist-loses-battle-for-life/articleshow/63548696.cms,"Mar 30, 2018"
367,[],https://timesofindia.indiatimes.com/city/thane/thane-highways-see-fewer-accidents-but-more-deaths/articleshow/58330570.cms,"Apr 24, 2017"
368,"[['76.20783631142602', '32.25455374633647']]",https://timesofindia.indiatimes.com/city/thane/2-women-die-8-hurt-as-pvt-bus-hits-suv/articleshow/63457815.cms,"Mar 26, 2018"
369,[],https://timesofindia.indiatimes.com/city/nagpur/doctors-reconstruct-disfigured-face-of-road-accident-victim/articleshow/62531230.cms,"Jan 17, 2018"
370,"[['78.27601969597377', '19.121471380523'], ['76.05765302258907', '21.18541158957183']]",https://timesofindia.indiatimes.com/city/thane/thane-5-kids-among-6-hurt-as-car-spins-out-of-control/articleshow/58251738.cms,"Apr 19, 2017"
371,"[['73.01923001143297', '19.793999718639288'], ['73.34882129793546', '18.764206674812016']]",https://timesofindia.indiatimes.com/city/mumbai/3-killed-in-mishap-on-ahmedabad-highway-two-in-e-way-accident/articleshow/58200294.cms,"Apr 16, 2017"
372,"[['79.58430295882131', '20.706012887670703']]",https://timesofindia.indiatimes.com/city/nagpur/bjp-leader-killed-three-injured-in-road-accident/articleshow/62308954.cms,"Dec 31, 2017"
373,"[['79.65165788928972', '22.274582429334185'], ['87.98753600635462', '25.469097275829384'], ['75.47677442963318', '22.365635661177073']]",https://timesofindia.indiatimes.com/city/mumbai/six-from-mulund-1-from-thane-and-1-from-vasai-killed-in-bus-truck-mishap/articleshow/57599733.cms,"Mar 12, 2017"
374,"[['74.04091821368695', '18.071468069923657'], ['73.40695467222214', '18.725912046001085']]",https://timesofindia.indiatimes.com/city/mumbai/5-killed-in-car-truck-collision-in-khandala-on-old-pune-highway/articleshow/62773691.cms," Feb 4, 2018"
375,[],https://timesofindia.indiatimes.com/city/navi-mumbai/road-accident-deaths-wane-with-better-vigil/articleshow/59257191.cms,"Jun 21, 2017"
376,[],https://timesofindia.indiatimes.com/city/pune/pillion-rider-dies-in-mutha-riverside-road-accident/articleshow/61376635.cms," Nov 1, 2017"
377,"[['69.80094079125826', '23.096867899437793'], ['72.72671980986732', '19.65591241710626'], ['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/mumbai/girl-knocked-down-dragged-along-by-bike-dies-at-worli-sea-face/articleshow/62420903.cms," Jan 9, 2018"
378,"[['76.10787179156058', '19.451603432493474'], ['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/mumbai/mumbai-accounted-for-36-of-road-accidents-that-occurred-in-maharashtra-in-2015/articleshow/56411978.cms," Jan 9, 2017"
379,"[['74.32469383145674', '16.707288094389444'], ['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/pune/pune-tribunal-grants-rs-28-93-lakh-as-damage-to-mishap-victim/articleshow/56272990.cms," Jan 2, 2017"
380,"[['77.47466100151638', '12.912510998648422'], ['74.25900226897022', '16.44185354428729'], ['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/kolhapur/two-killed-six-injured-in-separate-road-accidents/articleshow/61033392.cms,"Oct 11, 2017"
381,[],https://timesofindia.indiatimes.com/city/pune/three-from-surat-killed-in-road-accident/articleshow/58723714.cms,"May 18, 2017"
382,['Ghodbunder Road'],https://timesofindia.indiatimes.com/city/mumbai/man-driving-on-wrong-side-of-road-dies-as-container-falls-on-car/articleshow/61952402.cms," Dec 7, 2017"
383,[],https://timesofindia.indiatimes.com/city/mumbai/5-killed-in-4-accidents-on-mum-pune-e-way/articleshow/61938337.cms," Dec 6, 2017"
384,[],https://timesofindia.indiatimes.com/city/thane/senior-citizen-killed-after-speeding-car-knocks-him-down-on-eeh-near-kopri-police-on-lookout-for-absconding-driver/articleshow/61936908.cms," Dec 6, 2017"
385,[],https://timesofindia.indiatimes.com/city/pune/12-hurt-as-car-rams-into-queue-outside-atm-driver-held/articleshow/55893828.cms," Dec 9, 2016"
386,[],https://timesofindia.indiatimes.com/city/mumbai/home-maker-dies-in-road-mishap-family-gets-rs-32-lakh/articleshow/61812349.cms,"Nov 27, 2017"
387,"[['85.09275908045552', '20.221219755854417']]",https://timesofindia.indiatimes.com/city/mumbai/biker-killed-in-mishap-on-palm-beach-road/articleshow/61375731.cms,"Oct 31, 2017"
388,"[['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/mumbai/one-dead-six-hurt-as-dumper-rams-into-three-cars-on-mumbai-ahmedabad-highway/articleshow/61351154.cms,"Oct 31, 2017"
390,"[['73.0724833232928', '19.051950042665663']]",https://timesofindia.indiatimes.com/city/mumbai/collegian-crushes-worli-cops-2-yr-old-son/articleshow/61175460.cms,"Oct 23, 2017"
391,[],https://timesofindia.indiatimes.com/city/mumbai/1-dead-5-hurt-as-truck-rams-into-car-on-e-way/articleshow/61167124.cms,"Oct 22, 2017"
392,"[['74.95922028800506', '20.483180723803432'], ['77.09057499506972', '19.361791748547702'], ['74.996854', '20.464078']]",https://timesofindia.indiatimes.com/city/mumbai/6-of-a-family-among-7-killed-in-maharashtra-road-accident/articleshow/61117306.cms,"Oct 17, 2017"
393,"[['71.84995314558398', '23.854521239691'], 'near Kelapur village']",https://timesofindia.indiatimes.com/city/nagpur/teacher-dies-in-road-accident/articleshow/51474670.cms,"Mar 20, 2016"
394,"[['77.09057499506972', '19.361791748547702'], ['72.89577151803326', '19.49630139643093']]",https://timesofindia.indiatimes.com/city/mumbai/2-helmetless-bikers-ram-into-truck-killed/articleshow/60756749.cms,"Sep 20, 2017"
395,"['on Ghatkopar Mankhurd Link Road', ['72.0431380501599', '24.68998411339258'], ['75.87290739667752', '13.035965573594261']]",https://timesofindia.indiatimes.com/city/mumbai/2-die-2-injured-in-separate-road-accidents-in-mumbai/articleshow/60723756.cms,"Sep 17, 2017"
396,"[['73.06488', '19.297703']]",https://timesofindia.indiatimes.com/city/mumbai/four-techies-killed-3-hurt-as-car-rams-into-bus-on-mum-nashik-highway/articleshow/60485458.cms,"Sep 13, 2017"
397,"[['78.32339252609977', '20.03805605062332'], ['84.01967216358601', '20.780831866003627'], 'Ghodbunder Road']",https://timesofindia.indiatimes.com/city/thane/one-dead-2-bikers-hurt-in-separate-road-accidents/articleshow/61229356.cms,"Oct 26, 2017"
398,[],https://timesofindia.indiatimes.com/city/mumbai/tribunal-awards-rs-75l-payout-to-kin-of-jeweller-killed-in-accident/articleshow/60299753.cms,"Aug 31, 2017"
399,"[['73.89730538452967', '17.904290935598617'], ['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/pune/3-youths-killed-after-bike-hits-truck/articleshow/60299158.cms,"Aug 31, 2017"
400,[],https://timesofindia.indiatimes.com/city/pune/ex-serviceman-dies-in-road-accident-in-vishrantwadi/articleshow/56545743.cms,"Jan 15, 2017"
401,[],https://timesofindia.indiatimes.com/city/thane/29-year-old-hit-by-speeding-car-on-gb-road/articleshow/60008926.cms,"Aug 11, 2017"
402,"[['77.71474088617151', '27.44568151171159']]",https://timesofindia.indiatimes.com/city/kolhapur/55-year-old-man-died-in-road-accident/articleshow/58583000.cms," May 9, 2017"
403,"[['73.82731780696616', '19.96836155744136'], 'on Eklahara Road']",https://timesofindia.indiatimes.com/city/nashik/road-accidents-claim-23-lives-in-nov/articleshow/55948816.cms,"Dec 13, 2016"
404,['near Marine Line railway station'],https://timesofindia.indiatimes.com/city/mumbai/youth-dies-in-mumbai-road-accident/articleshow/52978074.cms,"Jun 29, 2016"
405,"[['74.60003601227375', '21.11053478743446']]",https://timesofindia.indiatimes.com/city/mumbai/17-dead-in-road-accident-in-dhule/articleshow/52906016.cms,"Jun 24, 2016"
406,"[['72.0431380501599', '24.68998411339258'], ['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/mumbai/21-year-old-dies-in-hit-run-after-job-interview/articleshow/59624921.cms,"Jul 17, 2017"
407,"[['72.93675648445877', '18.892439758709536']]",https://timesofindia.indiatimes.com/city/navi-mumbai/not-at-fault-for-fatal-rd-mishap-sptpl/articleshow/59479782.cms," Jul 7, 2017"
408,[],https://timesofindia.indiatimes.com/city/thane/two-injured-in-separate-road-mishaps-across-city/articleshow/59461275.cms," Jul 6, 2017"
409,"['near Lodha Dham', ['73.06488', '19.297703']]",https://timesofindia.indiatimes.com/city/mumbai/2-jain-sadhvis-die-in-road-accident-in-bhiwandi/articleshow/58319386.cms,"Apr 22, 2017"
410,"[['72.0431380501599', '24.68998411339258'], ['73.32196506473151', '19.361282010294744']]",https://timesofindia.indiatimes.com/city/thane/accident-prone-spots-on-gb-rd-to-be-identified-to-reduce-mishaps/articleshow/59446298.cms," Jul 5, 2017"
411,"[['72.93675648445877', '18.892439758709536'], ['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/navi-mumbai/one-dead-in-4-vehicle-pileup-on-uran-flyover/articleshow/59447290.cms," Jul 5, 2017"
412,"[['75.79139629412171', '18.550779271882448'], ['87.89532977928299', '22.74099528036051']]",https://timesofindia.indiatimes.com/city/mumbai/crowdfunding-to-help-vashi-road-rage-victims-kin/articleshow/59344153.cms,"Jun 28, 2017"
413,"[['73.45519480698017', '17.273221219165976']]",https://timesofindia.indiatimes.com/city/mumbai/bhayander-duo-killed-in-road-accident/articleshow/52284042.cms,"May 15, 2016"
414,[],https://timesofindia.indiatimes.com/city/nashik/3-pilgrims-among-4-killed-in-accident/articleshow/58990390.cms," Jun 5, 2017"
415,"[['72.8402369097', '19.031963889']]",https://timesofindia.indiatimes.com/city/navi-mumbai/2-dead-21-injured-in-luxury-bus-mishap-on-mumbai-goa-highway/articleshow/58850609.cms,"May 26, 2017"
416,[],https://timesofindia.indiatimes.com/city/mumbai/tragic-farewell-boy-crushed-under-goods-train-dad-hurt/articleshow/58831671.cms,"May 25, 2017"
417,"[['76.0818470704955', '22.194625321351324'], ['79.47919743345162', '23.379733934762104']]",https://timesofindia.indiatimes.com/city/pune/200-killed-in-pune-highway-accidents-in-april-alone/articleshow/58712446.cms,"May 17, 2017"
418,[],https://timesofindia.indiatimes.com/city/mumbai/rash-driving-leaves-11-injured-in-mumbai/articleshow/58673885.cms,"May 14, 2017"
419,"[['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nagpur/man-riding-sans-helmet-hit-by-2-wheeler-dies/articleshow/58660690.cms,"May 14, 2017"
420,"[['73.34882129793546', '18.764206674812016']]",https://timesofindia.indiatimes.com/city/mumbai/breach-of-lane-discipline-major-killer/articleshow/58602220.cms,"May 10, 2017"
