sno,data,link,date
594,"[['79.33783092259985', '29.268981061830235']]",https://timesofindia.indiatimes.com/city/pune/pmc-admits-delay-in-road-improvement-work/articleshow/18619668.cms,"Feb 22, 2013"
595,[],https://timesofindia.indiatimes.com/city/mumbai/accused-seeks-anticipatory-bail-in-bmw-mishap-case/articleshow/18583918.cms,"Feb 20, 2013"
596,"[['87.98753600635462', '25.469097275829384'], 'near Link Road']",https://timesofindia.indiatimes.com/city/mumbai/3-hurt-in-auto-car-collision-at-bandra/articleshow/18507007.cms,"Feb 15, 2013"
597,"['at JJ Hospital', 'at Backbay Depot']",https://timesofindia.indiatimes.com/city/mumbai/naval-officer-held-for-mowing-down-50-yr-old/articleshow/18409731.cms," Feb 9, 2013"
598,"[['73.34882129793546', '18.764206674812016'], 'on Expressway']",https://timesofindia.indiatimes.com/city/mumbai/small-car-was-speeding-say-cops/articleshow/18230385.cms,"Jan 29, 2013"
600,[],https://timesofindia.indiatimes.com/city/pune/over-400-killed-in-road-accidents-in-2011/articleshow/11346475.cms," Jan 3, 2012"
601,"[['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nagpur/two-helmetless-riders-knocked-dead-by-trucks/articleshow/18140433.cms,"Jan 23, 2013"
602,"[['87.98753600635462', '25.469097275829384'], ['79.66977869926006', '27.449751729845794'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/drunk-driver-collides-head-on-with-auto-injures-two-seriously/articleshow/17962509.cms,"Jan 10, 2013"
604,"[['74.07111211006567', '20.25956912789941']]",https://timesofindia.indiatimes.com/city/mumbai/history-sheeter-arrested-for-murder/articleshow/17901407.cms," Jan 5, 2013"
605,"[['78.39856153352103', '23.313741904197894']]",https://timesofindia.indiatimes.com/city/nagpur/helmetless-rides-kill-three-leave-families-shattered/articleshow/17864578.cms," Jan 3, 2013"
606,[],https://timesofindia.indiatimes.com/city/mumbai/rash-driving-accidents-claim-four/articleshow/17787473.cms,"Dec 28, 2012"
607,"[['80.36008423712391', '21.212041296393178'], 'on Palm Beach Road']",https://timesofindia.indiatimes.com/city/mumbai/student-falls-off-bike-run-over-by-dumper/articleshow/17670387.cms,"Dec 19, 2012"
608,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/2-killed-in-accident-in-vishrantwadi/articleshow/17500217.cms," Dec 6, 2012"
609,['on East Street'],https://timesofindia.indiatimes.com/city/pune/19-year-old-killed-in-hit-and-run-accident/articleshow/17472311.cms," Dec 4, 2012"
610,"[['74.0853649130419', '16.897016441067585']]",https://timesofindia.indiatimes.com/city/pune/youth-70-yr-old-killed-in-accidents/articleshow/17164810.cms,"Nov 10, 2012"
611,"[['73.34882129793546', '18.764206674812016']]",https://timesofindia.indiatimes.com/city/mumbai/26-killed-in-road-accident-on-mumbai-pune-expressway/articleshow/13587276.cms,"May 28, 2012"
612,"[['75.5653463812424', '12.842534318389488']]",https://timesofindia.indiatimes.com/city/mumbai/toshi-sabri-injured-in-road-accident/articleshow/6983188.cms,"Nov 24, 2010"
613,[],https://timesofindia.indiatimes.com/city/nagpur/2-on-way-for-funeral-die-in-road-accident/articleshow/9917848.cms," Sep 9, 2011"
614,[],https://timesofindia.indiatimes.com/city/pune/407-lives-lost-in-road-accidents-in-pune-last-year/articleshow/17948274.cms," Jan 9, 2013"
615,[],https://timesofindia.indiatimes.com/city/nashik/car-knocks-down-biker-rams-into-wall/articleshow/16359589.cms,"Sep 12, 2012"
616,"['on Sus Road', ['74.67482044676154', '25.508445946111284'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/five-dead-in-separate-accidents-in-three-days/articleshow/16345654.cms,"Sep 11, 2012"
617,[],https://timesofindia.indiatimes.com/city/pune/trader-killed-in-e-way-accident/articleshow/16345625.cms,"Sep 11, 2012"
619,[],https://timesofindia.indiatimes.com/city/pune/3-killed-in-accident-near-karla/articleshow/16030820.cms,"Aug 31, 2012"
620,[],https://timesofindia.indiatimes.com/city/pune/woman-from-goa-killed-in-e-way-accident/articleshow/15854050.cms,"Aug 28, 2012"
621,[],https://timesofindia.indiatimes.com/city/nashik/19-yr-old-biker-killed-in-road-accident/articleshow/12368536.cms,"Mar 22, 2012"
622,"[['73.22106275367229', '18.366734410223806']]",https://timesofindia.indiatimes.com/city/nagpur/youth-dies-in-mishap-woman-driver-arrested/articleshow/15443303.cms,"Aug 11, 2012"
623,[],https://timesofindia.indiatimes.com/city/nagpur/rash-youths-cause-3-mishaps-1-killed-6-hurt/articleshow/15411140.cms," Aug 9, 2012"
624,"['at Vasant Vihar junction', ['73.32196506473151', '19.361282010294744']]",https://timesofindia.indiatimes.com/city/thane/tempo-runs-over-2-women-on-way-to-relatives-funeral/articleshow/15345068.cms," Aug 4, 2012"
626,"[['73.82731780696616', '19.96836155744136'], ['74.07111211006567', '20.25956912789941']]",https://timesofindia.indiatimes.com/city/nashik/driver-held-for-death/articleshow/14789116.cms,"Jul 10, 2012"
627,"[['74.32469383145674', '16.707288094389444']]",https://timesofindia.indiatimes.com/city/pune/five-schoolchildren-attendant-injured-after-school-bus-hits-stationary-vehicle/articleshow/14700797.cms," Jul 6, 2012"
628,[],https://timesofindia.indiatimes.com/city/nashik/bus-driver-killed-16-hurt-in-mishap/articleshow/14699514.cms," Jul 6, 2012"
629,"[['78.54411245086776', '21.28546269888796'], ['78.86558373949262', '21.286545646698382'], ['85.03209949001453', '20.695283340725535']]",https://timesofindia.indiatimes.com/city/nagpur/truck-driver-blames-glitch-for-accident/articleshow/14512585.cms,"Jun 30, 2012"
630,"[['82.21904331180819', '24.950466332386974'], ['74.04091821368695', '18.071468069923657'], ['76.53825124978802', '20.19592356186027']]",https://timesofindia.indiatimes.com/city/mumbai/four-from-kalyan-die-after-their-suv-hits-truck/articleshow/14379869.cms,"Jun 25, 2012"
631,[],https://timesofindia.indiatimes.com/city/pune/biker-hits-flyover-wall-in-chinchwad-falls-to-death/articleshow/14076512.cms,"Jun 13, 2012"
632,[],https://timesofindia.indiatimes.com/city/mumbai/owner-of-truck-may-be-booked-for-killer-mishap-on-mumbai-pune-e-way/articleshow/13680383.cms,"May 31, 2012"
633,"[['85.81878954651722', '20.258860699042867'], ['80.70973889111683', '20.138375041433726'], 'at Agrasen Square']",https://timesofindia.indiatimes.com/city/nagpur/16-year-old-among-five-killed-in-separate-mishaps/articleshow/13536797.cms,"May 27, 2012"
634,"[['83.5565506503546', '22.084899897132818']]",https://timesofindia.indiatimes.com/city/nagpur/2-dead-in-matador-motorcycle-collision/articleshow/13421018.cms,"May 24, 2012"
635,"['on Wathoda Ring Road', ['79.18756766665805', '21.141279370514802']]",https://timesofindia.indiatimes.com/city/nagpur/52-yr-old-woman-dies-in-road-accident/articleshow/11227263.cms,"Dec 24, 2011"
636,"[['73.5257404438716', '17.969247933846873']]",https://timesofindia.indiatimes.com/city/mumbai/accident-prone-mumbai-goa-highway/articleshow/13279809.cms,"May 19, 2012"
637,"[['73.5257404438716', '17.969247933846873'], ['72.8402369097', '19.031963889'], ['73.8485172823502', '19.93850837348843'], ['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/mumbai/goa-highway-mishap-kills-5-mumbaikars/articleshow/13279669.cms,"May 19, 2012"
638,"[['73.85222133564771', '18.571077520400294']]",https://timesofindia.indiatimes.com/city/pune/5-yr-old-girl-techie-killed-in-separate-accidents/articleshow/12987392.cms," May 4, 2012"
639,"[['73.13016967599597', '19.329560918629795']]",https://timesofindia.indiatimes.com/city/nashik/man-hurt-in-highway-accident/articleshow/12957652.cms," May 2, 2012"
640,[],https://timesofindia.indiatimes.com/city/pune/345-held-for-drunk-driving-in-seven-days/articleshow/12861065.cms,"Apr 25, 2012"
641,"[['74.26028706893996', '18.4753531420061']]",https://timesofindia.indiatimes.com/city/pune/three-killed-in-accident-on-pune-solapur-highway/articleshow/12861028.cms,"Apr 25, 2012"
642,"[['75.69399484595516', '23.50197970455909']]",https://timesofindia.indiatimes.com/city/nagpur/81-jeep-drivers-booked/articleshow/12738786.cms,"Apr 20, 2012"
643,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/helmetless-bike-rider-slams-into-median-dies/articleshow/12617417.cms,"Apr 11, 2012"
644,[],https://timesofindia.indiatimes.com/city/nagpur/five-killed-one-hurt-as-truck-rams-car/articleshow/12602613.cms,"Apr 10, 2012"
645,"['near Mhasoba Temple', ['74.07111211006567', '20.25956912789941']]",https://timesofindia.indiatimes.com/city/nashik/2-women-hurt-in-accident/articleshow/12511992.cms," Apr 3, 2012"
646,"[['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/nagpur/apathy-of-officials-citizens-is-recipe-for-accidents/articleshow/12337236.cms,"Mar 20, 2012"
648,"[['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nagpur/rash-teens-need-to-be-dealt-with-strict-laws-stricter-upbringing/articleshow/12336837.cms,"Mar 20, 2012"
649,['on Palm Beach Road'],https://timesofindia.indiatimes.com/city/mumbai/palm-beach-road-accident-claims-one/articleshow/7401159.cms," Feb 1, 2011"
650,"[['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/mumbai/two-killed-on-way-to-exam-centre/articleshow/12117591.cms," Mar 3, 2012"
651,[],https://timesofindia.indiatimes.com/city/pune/two-year-old-killed-in-accident/articleshow/12091160.cms," Mar 1, 2012"
652,[],https://timesofindia.indiatimes.com/city/pune/labourer-dies-in-accident/articleshow/12026680.cms,"Feb 25, 2012"
653,[],https://timesofindia.indiatimes.com/city/nagpur/1-killed-10-injured-as-pvt-bus-rams-into-tree/articleshow/12025713.cms,"Feb 25, 2012"
654,"[['74.20971173660661', '20.28665071237063']]",https://timesofindia.indiatimes.com/city/nashik/35-year-old-killed-in-road-mishap/articleshow/11945837.cms,"Feb 19, 2012"
655,"[['78.39856153352103', '23.313741904197894'], ['73.86409307362892', '18.50202617804269'], ['72.0431380501599', '24.68998411339258'], ['73.40695467222214', '18.725912046001085']]",https://timesofindia.indiatimes.com/city/pune/woman-killed-in-accident/articleshow/11905974.cms,"Feb 16, 2012"
656,[],https://timesofindia.indiatimes.com/city/nagpur/reckless-driving-by-two-teens-land-6-yr-old-man-in-hospital/articleshow/11878551.cms,"Feb 14, 2012"
657,"[['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/pune/college-girl-dies-in-e-way-mishap/articleshow/11800383.cms," Feb 8, 2012"
658,[],https://timesofindia.indiatimes.com/city/pune/2-college-students-killed-in-accident/articleshow/11747886.cms," Feb 4, 2012"
659,[],https://timesofindia.indiatimes.com/city/pune/more-fatalities-on-city-roads-than-on-highway-stretches/articleshow/11734011.cms," Feb 3, 2012"
660,[],https://timesofindia.indiatimes.com/city/pune/over-4000-deaths-on-roads-since-2001/articleshow/11733905.cms," Feb 3, 2012"
661,"[['77.45702574136446', '31.45177846287996']]",https://timesofindia.indiatimes.com/city/nagpur/father-son-among-4-killed-in-mishap/articleshow/11633665.cms,"Jan 26, 2012"
662,"[['74.84169879225445', '18.286121045294117'], ['82.89340891111527', '26.95370931016164']]",https://timesofindia.indiatimes.com/city/pune/one-dead-as-tempo-hits-truck-near-narhe/articleshow/11467238.cms,"Jan 13, 2012"
663,"['on Mehdibagh flyover', ['79.12111886080724', '21.152074763517945']]",https://timesofindia.indiatimes.com/city/nagpur/nine-injured-in-two-accidents/articleshow/11442539.cms,"Jan 11, 2012"
664,[],https://timesofindia.indiatimes.com/city/nagpur/bus-contractor-produces-fake-driver-held/articleshow/11442489.cms,"Jan 11, 2012"
665,[],https://timesofindia.indiatimes.com/city/pune/pedestrians-among-three-killed-in-road-accidents/articleshow/6873665.cms," Nov 5, 2010"
666,"[['78.31006185460055', '23.15167472702904'], ['73.82731780696616', '19.96836155744136'], ['78.4430127278858', '30.24908437109745'], ['74.6143534821913', '19.40174419212654'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/mumbai/30-year-old-woman-hit-by-bus-suffers-back-injury/articleshow/11382397.cms," Jan 6, 2012"
667,"[['78.94182254388696', '21.4293416567885'], ['76.98407491183173', '17.048207950032285'], ['78.7919637299578', '27.612141890738172'], ['83.71795656003094', '21.902919887435626'], ['71.84995314558398', '23.854521239691'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/six-dead-22-injured-in-separate-road-mishaps/articleshow/11212015.cms,"Dec 23, 2011"
668,"[['74.1853873964944', '16.605891469234866'], ['72.0431380501599', '24.68998411339258'], ['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/nagpur/youth-killed-friend-injured-in-accident/articleshow/11149113.cms,"Dec 18, 2011"
669,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/three-die-one-injured-in-road-accidents/articleshow/6783767.cms,"Oct 21, 2010"
670,"[['78.60352284433421', '30.008192092322634']]",https://timesofindia.indiatimes.com/city/mumbai/4-youth-killed-in-crash-on-palm-beach-road/articleshow/11075672.cms,"Dec 12, 2011"
671,[],https://timesofindia.indiatimes.com/city/mumbai/infant-among-three-killed-in-road-mishap-at-dombivli/articleshow/11065115.cms,"Dec 11, 2011"
672,"[['78.31006185460055', '23.15167472702904']]",https://timesofindia.indiatimes.com/city/pune/woman-and-her-daughter-killed-in-mishap/articleshow/10805948.cms,"Nov 20, 2011"
673,"[['74.80945217824284', '34.070031660195376'], ['76.53825124978802', '20.19592356186027']]",https://timesofindia.indiatimes.com/city/mumbai/woman-killed-12-year-old-nephew-hurt-by-speeding-truck/articleshow/10600587.cms," Nov 4, 2011"
674,"[['87.01767800676404', '23.60245364598523'], ['87.98753600635462', '25.469097275829384'], ['72.83083015690399', '18.972359248313794'], ['78.22638156283551', '27.851790976165166'], 'at Gorai Road August', ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/mumbai/woman-3-kids-crushed-by-truck/articleshow/10573833.cms," Nov 2, 2011"
675,"[['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/mumbai/student-killed-in-hit-and-run-near-haji-ali/articleshow/10562507.cms," Nov 1, 2011"
676,[],https://timesofindia.indiatimes.com/city/pune/man-dies-after-riding-bike-into-approaching-train/articleshow/10360718.cms,"Oct 15, 2011"
677,"[['87.98753600635462', '25.469097275829384'], ['80.36008423712391', '21.212041296393178']]",https://timesofindia.indiatimes.com/city/nagpur/mini-truck-runs-over-students-two-killed/articleshow/10333768.cms,"Oct 13, 2011"
678,"[['76.98407491183173', '17.048207950032285']]",https://timesofindia.indiatimes.com/city/mumbai/23-year-old-mowed-down-driver-held/articleshow/10260770.cms," Oct 7, 2011"
679,[],https://timesofindia.indiatimes.com/city/mumbai/tanker-crushes-3-year-old-girl-to-death-in-mankhurd/articleshow/10260749.cms," Oct 7, 2011"
680,"[['74.84169879225445', '18.286121045294117'], 'on Ganeshkhind Road', ['71.84995314558398', '23.854521239691']]",https://timesofindia.indiatimes.com/city/pune/senior-citizen-among-six-killed-in-road-accidents/articleshow/8146917.cms," May 3, 2011"
681,[],https://timesofindia.indiatimes.com/city/pune/243-succumb-to-road-accidents-so-far/articleshow/6198108.cms,"Jul 22, 2010"
682,"[['77.09057499506972', '19.361791748547702']]",https://timesofindia.indiatimes.com/city/pune/four-die-in-separate-road-accidents-in-24-hours/articleshow/8084489.cms,"Apr 26, 2011"
683,"[['73.048294', '19.281254']]",https://timesofindia.indiatimes.com/city/mumbai/4-die-as-truck-rams-into-bikers-in-thane/articleshow/10134108.cms,"Sep 27, 2011"
684,['at Reay Road'],https://timesofindia.indiatimes.com/city/mumbai/student-killed-at-reay-road/articleshow/10134097.cms,"Sep 27, 2011"
685,"[['76.82677375625445', '20.72039623451503'], ['73.98272376364459', '17.07335215826849'], ['76.9380493', '20.460227700390494'], ['76.65102021311372', '20.812474767633688']]",https://timesofindia.indiatimes.com/city/nagpur/youth-killed-in-road-mishap/articleshow/10120494.cms,"Sep 26, 2011"
687,"[['76.82677375625445', '20.72039623451503']]",https://timesofindia.indiatimes.com/city/nagpur/two-youths-child-killed-in-separate-mishaps/articleshow/9975266.cms,"Sep 14, 2011"
688,"[['80.8083666875866', '25.874695958787406']]",https://timesofindia.indiatimes.com/city/nagpur/three-die-in-collision-of-two-trucks/articleshow/9950085.cms,"Sep 12, 2011"
689,"[['79.4579555684909', '20.680675765728637']]",https://timesofindia.indiatimes.com/city/nagpur/schoolgirl-killed-in-accident/articleshow/9939662.cms,"Sep 11, 2011"
690,"[['76.82677375625445', '20.72039623451503'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/accident-stone-pelting-cause-tension/articleshow/9857943.cms," Sep 4, 2011"
691,[],https://timesofindia.indiatimes.com/city/pune/six-die-in-road-accident-in-pune/articleshow/4772035.cms,"Jul 13, 2009"
692,"[['73.7581402104753', '19.9566742351116']]",https://timesofindia.indiatimes.com/city/pune/girl-killed-in-accident/articleshow/9462742.cms," Aug 3, 2011"
693,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/mumbai/7-killed-in-accident-near-panvel/articleshow/9436126.cms," Aug 1, 2011"
694,"[['78.15127139133227', '17.76380956094454']]",https://timesofindia.indiatimes.com/city/pune/separate-accidents-claim-2-lives-in-city/articleshow/9434966.cms," Aug 1, 2011"
695,"[['73.64176647403673', '16.956445837920107'], 'on Link Road']",https://timesofindia.indiatimes.com/city/mumbai/bus-mows-down-8-year-old/articleshow/9329800.cms,"Jul 23, 2011"
696,"[['79.43992354784525', '20.98435238092165'], ['82.04135317322499', '21.266854866348122'], 'on Nagpur Kuhi Road', ['79.08512075281868', '21.178256805685002']]",https://timesofindia.indiatimes.com/city/nagpur/truck-overturns-on-jeep-in-kuhi-12-killed-2-hurt/articleshow/9329224.cms,"Jul 23, 2011"
697,[],https://timesofindia.indiatimes.com/city/pune/action-plan-to-curb-drunk-reckless-driving/articleshow/8856504.cms,"Jun 15, 2011"
698,"[['76.93946080609935', '31.867993239370506']]",https://timesofindia.indiatimes.com/city/mumbai/cabbie-mows-down-auto-driver-held/articleshow/8728893.cms," Jun 5, 2011"
699,[],https://timesofindia.indiatimes.com/city/pune/6-killed-in-accident-at-manchar/articleshow/8575349.cms,"May 26, 2011"
701,"['in Kalmeshwar', ['74.38072332481093', '20.006200486079653'], ['79.39772951405266', '30.283009608593755']]",https://timesofindia.indiatimes.com/city/nagpur/panvel-youths-changed-identity-foxes-cops/articleshow/8255996.cms,"May 12, 2011"
702,"[['79.35227870809422', '21.516880049495676'], ['78.7919637299578', '27.612141890738172']]",https://timesofindia.indiatimes.com/city/nagpur/mob-sets-nmc-vehicle-afire-after-mishap-near-ramtek/articleshow/8200697.cms," May 9, 2011"
703,"[['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/mumbai/speeding-biker-dies-after-collision-with-truck/articleshow/8191369.cms," May 8, 2011"
704,"['on Mumbra Retibunder Road', ['82.14553719767535', '22.909264035068585']]",https://timesofindia.indiatimes.com/city/mumbai/container-mows-down-two-girls-near-thane/articleshow/8191354.cms," May 8, 2011"
705,['on Dehu Road'],https://timesofindia.indiatimes.com/city/pune/two-killed-in-separate-mishaps/articleshow/8031098.cms,"Apr 20, 2011"
706,['at Hasanbagh'],https://timesofindia.indiatimes.com/city/nagpur/two-elders-die-in-mishaps/articleshow/8032039.cms,"Apr 20, 2011"
707,"['on Pedder Road', ['73.02941171311181', '20.737383606172518']]",https://timesofindia.indiatimes.com/city/mumbai/girl-dies-as-friend-drives-into-pedder-rd-divider/articleshow/8031806.cms,"Apr 20, 2011"
708,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/mumbai/ib-officer-killed-in-road-accident/articleshow/4230975.cms," Mar 6, 2009"
709,['near Old Katol Diversion square'],https://timesofindia.indiatimes.com/city/nagpur/five-kids-among-10-injured-in-accident-on-katol-road/articleshow/7967453.cms,"Apr 13, 2011"
710,[],https://timesofindia.indiatimes.com/city/mumbai/compile-accident-data-state-tells-cops/articleshow/7869173.cms," Apr 4, 2011"
711,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/four-year-old-girl-killed-in-accident/articleshow/7837778.cms," Apr 1, 2011"
712,['on Kalamna Market Road'],https://timesofindia.indiatimes.com/city/nagpur/8-year-old-boy-hurt-in-road-accident/articleshow/6762099.cms,"Oct 17, 2010"
713,"[['73.07375991682007', '19.125619727341167']]",https://timesofindia.indiatimes.com/city/mumbai/states-killer-roads-claim-34-every-day-city-death-toll-up/articleshow/7758079.cms,"Mar 22, 2011"
714,"[['77.19126840117308', '27.10313508815767']]",https://timesofindia.indiatimes.com/city/nagpur/youth-killed-in-mishap/articleshow/7731328.cms,"Mar 18, 2011"
715,['near Mulund toll'],https://timesofindia.indiatimes.com/city/mumbai/one-hurt-after-trailer-rams-into-best-bus/articleshow/7667238.cms,"Mar 10, 2011"
716,"[['85.61704294152125', '26.05286853413406']]",https://timesofindia.indiatimes.com/city/mumbai/best-mishaps-down-by-20-in-last-one-year/articleshow/7666920.cms," Mar 9, 2011"
718,"['near Somatane', ['74.04091821368695', '18.071468069923657']]",https://timesofindia.indiatimes.com/city/pune/five-injured-in-e-way-accident/articleshow/7558574.cms,"Feb 24, 2011"
719,[],https://timesofindia.indiatimes.com/city/pune/three-killed-one-injured-in-expressway-accident/articleshow/7542590.cms,"Feb 21, 2011"
721,[],https://timesofindia.indiatimes.com/city/mumbai/4-lose-lives-in-2-road-mishaps-in-48-hours/articleshow/7439569.cms," Feb 7, 2011"
722,[],https://timesofindia.indiatimes.com/city/pune/9-yr-old-among-3-killed-in-separate-road-accidents/articleshow/11417991.cms," Jan 9, 2012"
723,[],https://timesofindia.indiatimes.com/city/nagpur/medical-student-booked-for-road-rage-case/articleshow/7288554.cms,"Jan 15, 2011"
724,[],https://timesofindia.indiatimes.com/city/thane/sharp-decline-in-road-accidents-this-rainy-season/articleshow/5053606.cms,"Sep 25, 2009"
725,"['at Lok Adalat', ['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/pune/carpenter-awarded-rs-11-5-lakh-compensation-after-road-accident/articleshow/14464346.cms,"Jun 28, 2012"
726,['on JNPT Road'],https://timesofindia.indiatimes.com/city/mumbai/man-teen-son-killed-in-road-mishap/articleshow/6944218.cms,"Nov 18, 2010"
727,['on 18th Road'],https://timesofindia.indiatimes.com/city/mumbai/john-files-plea-against-conviction/articleshow/6838201.cms,"Oct 30, 2010"
728,[],https://timesofindia.indiatimes.com/city/nagpur/bad-road-leading-to-mishaps/articleshow/6674925.cms," Oct 3, 2010"
729,"[['73.67662369948552', '18.262971501552773'], ['73.14104198458777', '20.73395098322631']]",https://timesofindia.indiatimes.com/city/pune/accidents-claim-four-lives/articleshow/6632781.cms,"Sep 27, 2010"
730,[],https://timesofindia.indiatimes.com/city/pune/msrtc-to-hold-accident-prevention-drive-from-tomorrow/articleshow/6587978.cms,"Sep 20, 2010"
731,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/sound-recordist-dead-tv-singers-gajjala-saxena-hurt-in-mishap/-car-truck-collisionpic-in-toi-pdf-file-name-uday/articleshow/6575567.cms,"Sep 18, 2010"
732,"[['76.10787179156058', '19.451603432493474']]",https://timesofindia.indiatimes.com/city/mumbai/8000-youngsters-died-last-year-in-road-accidents/articleshow/7213210.cms," Jan 4, 2011"
733,"[['78.924762', '21.384102'], ['79.75425889191197', '19.22841215242264']]",https://timesofindia.indiatimes.com/city/nagpur/mom-watches-as-12-yr-old-knocked-dead/articleshow/6296783.cms,"Aug 12, 2010"
734,"[['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/3-killed-in-separate-road-mishaps/articleshow/6290804.cms,"Aug 11, 2010"
738,[],https://timesofindia.indiatimes.com/city/pune/traffic-cops-identify-need-for-dedicated-traffic-engineer/articleshow/6088206.cms,"Jun 25, 2010"
739,[],https://timesofindia.indiatimes.com/city/pune/accident-spots-pmc-goes-easy-on-preventive-steps/articleshow/6088177.cms,"Jun 25, 2010"
740,"[['72.0431380501599', '24.68998411339258'], ['72.99639922018807', '26.008687652941738']]",https://timesofindia.indiatimes.com/city/pune/mba-student-mows-down-elderly-woman-on-sus-road/articleshow/6052678.cms,"Jun 16, 2010"
741,"[['74.15735543482096', '18.56618444372494'], ['78.7919637299578', '27.612141890738172'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/two-sisters-killed-in-mishap-near-katraj/articleshow/5964173.cms,"May 23, 2010"
742,[],https://timesofindia.indiatimes.com/city/nagpur/11-yr-old-boy-knocked-dead-by-water-tanker/articleshow/5946955.cms,"May 19, 2010"
743,"[['71.84995314558398', '23.854521239691'], ['73.86437340648588', '18.42909294537832'], ['72.0431380501599', '24.68998411339258'], ['73.8052225823782', '18.507798183164056']]",https://timesofindia.indiatimes.com/city/pune/seven-killed-in-accidents/articleshow/5938696.cms,"May 17, 2010"
744,"[['79.66977869926006', '27.449751729845794'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/nagpur/man-daughter-killed-5-injured-in-ghastly-mishap/articleshow/5935954.cms,"May 16, 2010"
745,"[['71.84995314558398', '23.854521239691'], 'near Western Express Highway']",https://timesofindia.indiatimes.com/city/mumbai/two-killed-in-three-separate-road-accidents/articleshow/3837192.cms,"Dec 15, 2008"
746,[],https://timesofindia.indiatimes.com/city/pune/80-yr-old-killed-in-road-mishap/articleshow/5730341.cms,"Mar 27, 2010"
747,"[['79.47919743345162', '23.379733934762104']]",https://timesofindia.indiatimes.com/city/pune/help-road-accident-victim-could-be-someone-you-know/articleshow/6193253.cms,"Jul 21, 2010"
748,[],https://timesofindia.indiatimes.com/city/mumbai/two-drivers-held-for-dn-road-accident/articleshow/3492197.cms,"Sep 17, 2008"
749,"[['79.41574187815029', '20.934927187397115']]",https://timesofindia.indiatimes.com/city/nagpur/27-year-old-died-in-mishap/articleshow/5084998.cms," Oct 4, 2009"
750,"[['77.48681731624643', '19.899792842088004']]",https://timesofindia.indiatimes.com/city/nagpur/1-yr-ri-for-rash-driver-who-caused-death/articleshow/5053566.cms,"Sep 25, 2009"
751,"[['87.98753600635462', '25.469097275829384'], ['72.0431380501599', '24.68998411339258']]",https://timesofindia.indiatimes.com/city/pune/iranian-booked-for-rash-driving/articleshow/5044367.cms,"Sep 23, 2009"
752,"[['87.98753600635462', '25.469097275829384']]",https://timesofindia.indiatimes.com/city/mumbai/road-accident-victim-demands-rs-1-cr-compensation-moves-hc/articleshow/7363980.cms,"Jan 26, 2011"
753,[],https://timesofindia.indiatimes.com/city/mumbai/dedia-had-planned-to-kill-his-wife-in-fake-road-accident/articleshow/5360055.cms,"Dec 21, 2009"
754,"[['75.63971101830326', '21.762709054908626']]",https://timesofindia.indiatimes.com/city/pune/cop-kills-80-yr-old-in-road-accident/articleshow/2703461.cms,"Jan 16, 2008"
755,[],https://timesofindia.indiatimes.com/city/mumbai/man-charred-to-death-in-road-accident/articleshow/985798.cms,"Jan 10, 2005"
756,[],https://timesofindia.indiatimes.com/city/pune/eight-killed-in-road-accident/articleshow/46502797.cms,"May 16, 2003"
757,"[['79.47919743345162', '23.379733934762104']]",https://timesofindia.indiatimes.com/city/pune/road-accidents-due-to-mismatch-factor-experts/articleshow/1012175.cms," Feb 4, 2005"
758,"[['74.67511697760565', '19.20454359941159'], ['86.90214713275648', '24.210451524913537']]",https://timesofindia.indiatimes.com/city/pune/15-killed-in-separate-road-accidents/articleshow/254408.cms,"Oct 28, 2003"
